date,open,high,low,close,volume
2017/05/25,298480,339649,298341,334713,62541.97
2017/05/26,334713,335115,238629,273686,99383.37
2017/05/27,273686,282346,212482,233402,102502.59
2017/05/28,233402,274025,233402,265211,53173.27
2017/05/29,265211,269139,249953,265166,37016.68
2017/05/30,265166,276808,264891,269371,32895.09
2017/05/31,269371,271640,253855,267284,41843.12
2017/06/01,267284,278012,262090,274689,33499.99
2017/06/02,274689,278844,266740,273221,36277.82
2017/06/03,273221,280934,273181,279976,22572.82
2017/06/04,279976,290678,279976,285725,26635.04
2017/06/05,285725,293642,284598,293642,24757.78
2017/06/06,293642,322169,293642,315216,56430.34
2017/06/07,315216,318998,306923,307677,43060.58
2017/06/08,307677,310759,287597,298669,52195.03
2017/06/09,298669,314587,298669,314036,30778.86
2017/06/10,314036,321824,311409,320011,27975.68
2017/06/11,320011,322595,315984,319976,28743.42
2017/06/12,319976,337439,309878,317299,60130.96
2017/06/13,317299,317299,289776,305956,62441.75
2017/06/14,305956,313191,287698,296186,43265.44
2017/06/15,296186,296186,249644,253556,105337.76
2017/06/16,253556,287078,251198,280169,78433.73
2017/06/17,280169,297238,278443,292183,38160.89
2017/06/18,292183,304902,288631,292213,44408.20
2017/06/19,292213,295394,282264,289105,39304.14
2017/06/20,289105,298160,286892,296864,25710.43
2017/06/21,296864,307561,294665,301936,41465.38
2017/06/22,301936,304611,297127,303380,29975.65
2017/06/23,303380,308135,302034,307810,20788.07
2017/06/24,307810,307810,296663,299369,15337.20
2017/06/25,299369,301861,285992,295913,33576.91
2017/06/26,295913,298537,285377,285377,38747.54
2017/06/27,285377,290136,262695,266839,72269.61
2017/06/28,266839,287874,266839,285881,48872.14
2017/06/29,285881,290638,280166,285179,34387.19
2017/06/30,285179,288855,280062,283783,29114.90
2017/07/01,283783,286092,278262,279729,24966.21
2017/07/02,279729,280719,268288,274976,32509.56
2017/07/03,274976,289173,274976,286059,36380.39
2017/07/04,286059,297846,286059,292975,35484.56
2017/07/05,292975,293846,286699,290389,31704.72
2017/07/06,290389,295282,290014,292140,24207.21
2017/07/07,292140,294030,286643,287020,26904.05
2017/07/08,287020,290947,285838,290907,25234.01
2017/07/09,290907,293024,288998,290379,18952.45
2017/07/10,290379,291181,276159,279227,30786.55
2017/07/11,279227,282402,267395,272020,67592.93
2017/07/12,272020,272020,259345,267859,46394.58
2017/07/13,267859,276468,267482,270179,36652.55
2017/07/14,270179,270179,260070,260897,37916.08
2017/07/15,260897,260897,218578,219801,101054.97
2017/07/16,219801,248977,206906,211876,103188.48
2017/07/17,211876,233288,210002,232456,80199.91
2017/07/18,232456,266498,230895,266498,100041.53
2017/07/19,266498,267619,248087,262135,79404.90
2017/07/20,262135,287570,251939,281446,88191.50
2017/07/21,281446,325518,281446,294030,136092.53
2017/07/22,294030,317872,284146,303840,73172.79
2017/07/23,303840,314536,296986,306229,59518.77
2017/07/24,306229,308990,302209,308214,34396.37
2017/07/25,308214,308935,285244,286795,61088.00
2017/07/26,286795,291269,273938,281799,67461.39
2017/07/27,281799,289879,275966,287660,42723.85
2017/07/28,287660,312417,285425,307310,62803.19
2017/07/29,307310,309780,300680,301492,32768.38
2017/07/30,301492,304687,293620,303272,33271.23
2017/07/31,303272,314464,301448,310501,34007.65
2017/08/01,310501,332160,284542,298849,84723.88
2017/08/02,298849,308606,297773,300373,35108.35
2017/08/03,300373,305425,297919,303633,23609.59
2017/08/04,303633,317771,303633,317771,29903.74
2017/08/05,317771,355287,314210,354798,74736.28
2017/08/06,354798,370077,348816,362474,70345.54
2017/08/07,362474,378626,356696,376319,48210.42
2017/08/08,376319,392902,370904,381683,65017.99
2017/08/09,381683,386917,363041,363041,61211.86
2017/08/10,363041,380494,363041,379446,38641.80
2017/08/11,379446,388763,374546,386959,31267.99
2017/08/12,386959,413776,386959,413250,63785.33
2017/08/13,413250,467852,413250,448920,140200.44
2017/08/14,448920,478318,442178,475341,76435.19
2017/08/15,475341,496653,425380,445022,141878.66
2017/08/16,445022,470457,441369,454162,76988.80
2017/08/17,454162,489458,454162,486914,83779.11
2017/08/18,486914,487913,464169,469407,61903.99
2017/08/19,469407,471793,438139,447512,80143.94
2017/08/20,447512,461935,441416,446735,39162.48
2017/08/21,446735,454743,438889,442590,39802.27
2017/08/22,442590,443061,395012,429903,92936.95
2017/08/23,429903,465742,429498,458951,61147.79
2017/08/24,458951,464879,448403,463318,47415.95
2017/08/25,463318,482089,460008,476764,49005.04
2017/08/26,476764,480843,469916,471994,37465.35
2017/08/27,471994,478351,471341,476867,23285.59
2017/08/28,476867,479589,462739,472147,42350.53
2017/08/29,472147,492821,471624,489400,41354.86
2017/08/30,489400,508058,488537,500674,55718.37
2017/08/31,500674,524898,500264,520951,41856.50
2017/09/01,520951,536484,519120,533575,48070.71
2017/09/02,533575,565566,505111,510392,97529.98
2017/09/03,510392,541788,501747,507104,87075.61
2017/09/04,507104,523571,480931,485261,92578.87
2017/09/05,485261,500844,449269,486066,136106.01
2017/09/06,486066,508224,473399,503475,78760.01
2017/09/07,503475,510725,497815,505303,46404.48
2017/09/08,505303,505798,472476,477635,48270.04
2017/09/09,477635,486640,449268,463268,97427.82
2017/09/10,463268,470814,432011,451097,76907.68
2017/09/11,451097,470033,446449,461623,68437.83
2017/09/12,461623,474887,456840,467610,49124.03
2017/09/13,467610,468354,416220,416220,100613.70
2017/09/14,416220,437878,380712,391841,108922.96
2017/09/15,391841,396674,304069,394610,259061.52
2017/09/16,394610,431526,375491,393949,168754.15
2017/09/17,393949,413676,383582,402228,76222.10
2017/09/18,402228,449036,401437,441273,93349.60
2017/09/19,441273,457258,427576,441177,82217.53
2017/09/20,441177,445709,423823,444716,58810.25
2017/09/21,444716,444716,425329,425329,47255.27
2017/09/22,425329,426571,399978,404822,77136.84
2017/09/23,404822,428623,398872,422629,62307.27
2017/09/24,422629,425292,410281,414061,51055.62
2017/09/25,414061,435017,411957,433581,49512.01
2017/09/26,433581,440827,429044,434899,61125.19
2017/09/27,434899,450961,430432,449714,52137.29
2017/09/28,449714,477068,447530,463272,73551.25
2017/09/29,463272,468176,448827,464209,67762.87
2017/09/30,464209,482487,461948,482487,52395.29
2017/10/01,482487,488835,475367,479541,66111.04
2017/10/02,479541,499021,478673,493835,62515.20
2017/10/03,493835,497620,478673,482836,63577.00
2017/10/04,482836,488489,471247,473173,50072.64
2017/10/05,473173,486225,464118,482484,59453.08
2017/10/06,482484,494667,481509,490527,59710.51
2017/10/07,490527,492887,483747,485246,42033.98
2017/10/08,485246,506406,483306,505320,59784.81
2017/10/09,505320,518283,505320,518283,68180.88
2017/10/10,518283,542070,515868,536545,95658.06
2017/10/11,536545,549822,529505,535201,82843.92
2017/10/12,535201,585082,535176,581012,108737.04
2017/10/13,581012,654117,581012,647618,196391.91
2017/10/14,647618,647618,616945,641111,102374.33
2017/10/15,641111,650968,607115,623086,113835.27
2017/10/16,623086,643956,613249,633217,89909.26
2017/10/17,633217,644158,621536,626166,73256.00
2017/10/18,626166,633514,572671,583385,121166.27
2017/10/19,583385,640357,582125,638358,122672.41
2017/10/20,638358,665119,628976,659583,87586.43
2017/10/21,659583,699349,659583,694008,139326.87
2017/10/22,694008,696620,654669,679641,128365.67
2017/10/23,679641,687504,645751,648236,125320.33
2017/10/24,648236,670046,621794,640441,184973.22
2017/10/25,640441,647383,605788,616585,127484.81
2017/10/26,616585,679004,610842,671562,125002.55
2017/10/27,671562,676627,644941,652046,124466.61
2017/10/28,652046,665088,639591,645198,88973.80
2017/10/29,645198,660907,641961,656850,65385.42
2017/10/30,656850,697270,656696,678939,129226.24
2017/10/31,678939,713665,673352,710736,95740.41
2017/11/01,710736,748837,705037,743369,123661.38
2017/11/02,743369,864979,740868,807472,230342.82
2017/11/03,807472,855068,782445,835528,168185.30
2017/11/04,835528,845384,806422,835783,134146.51
2017/11/05,835783,869239,830843,864644,107590.74
2017/11/06,864644,871405,822682,843589,138567.48
2017/11/07,843589,843718,808237,812027,132820.05
2017/11/08,812027,852763,805999,849663,109696.77
2017/11/09,849663,871148,817097,832194,187624.23
2017/11/10,832194,836305,755699,769343,158752.67
2017/11/11,769343,796588,698703,719826,231301.81
2017/11/12,719826,735648,616920,685655,310636.16
2017/11/13,685655,772364,637055,742272,241082.52
2017/11/14,742272,776161,719346,753916,150188.36
2017/11/15,753916,817641,744277,809941,123891.03
2017/11/16,809941,860886,808203,847317,130278.09
2017/11/17,847317,911385,838883,888984,184199.23
2017/11/18,888984,900881,828902,866551,151133.37
2017/11/19,866551,883002,857236,874126,66698.72
2017/11/20,874126,917105,871165,916227,75548.00
2017/11/21,916227,934687,885324,929337,125882.14
2017/11/22,929337,936624,902949,920939,84891.74
2017/11/23,920939,922153,898088,913429,71204.96
2017/11/24,913429,926374,885500,911226,89667.23
2017/11/25,911226,958696,907911,948769,75734.34
2017/11/26,948769,998316,948769,996015,117671.21
2017/11/27,996015,1093955,996015,1077865,151337.06
2017/11/28,1077865,1140254,1053111,1132796,125025.33
2017/11/29,1132796,1306958,1123976,1299164,192216.18
2017/11/30,1299164,1304859,977848,1120939,327663.02
